"","0","300","600","900","0 | 1","300 | 1","600 | 1","900 | 1","0 | 2","300 | 2","600 | 2","900 | 2","0 | 3","300 | 3","600 | 3","900 | 3"
"yhhX",-0.37,0.15,0.18,0.02,0.06,-0.58,-0.18,-0.37,-0.04,-0.41,-0.41,-0.52,0.1,-0.04,-0.07,-0.12
"yhhY",-0.16,-0.52,-0.01,0.05,-0.23,-0.58,-0.68,-0.33,-1.17,-1.67,-1.67,-1.12,-0.09,-0.09,0.12,0.01
"yhhZ",0.02,-0.17,0.1,0.2,0.11,0.04,-0.04,0.28,0.03,-0.09,0.04,-0.07,-0.12,0.25,0.26,0.31
"yrhA",0.47,-0.2,0.8,0.21,0.03,-0.13,0.11,0.68,-0.03,-0.17,-0.07,-0.11,0.21,0.21,0.21,0.51
"insA6",0.35,0.23,0.4,0.38,-0.28,0.06,-0.06,-0.19,0.38,0.11,-0.13,0.1,-0.16,-0.38,-0.48,-0.03
"insB6",0.1,0.03,0.14,0.02,-0.47,0.32,-0.32,0.03,-0.15,0.2,0.13,0.09,-0.6,-0.24,-0.15,-0.08
"yrhB",0.3,-0.04,0.19,0.42,0.1,0.35,0.77,0.29,0.59,0.56,0.41,0.28,0.12,0.45,-0.25,0.08
"ggt",0.03,-0.79,-1.43,-0.82,0.36,0.38,-0.17,0.23,-0.09,0.55,-0.15,-0.37,0.09,0.02,-0.12,-0.29
"yhhA",0.51,0.18,-0.11,0.25,0.1,0.46,1.39,0.85,0.56,0.62,0.3,-0.11,0.34,0.18,0.57,0.29
"ugpQ",-0.07,-0.25,0,-0.1,0,0.26,0.3,0.15,0.4,0.51,0.14,0.02,-0.15,0.17,0.21,0.13
"ugpC",-0.01,-0.16,0.04,0.03,-0.17,-0.26,-0.35,-0.32,0.06,0.15,-0.24,-0.35,0.19,-0.06,0.01,0.01
"ugpE",-0.24,-0.15,-0.32,-0.07,-0.06,-0.23,-0.26,0.12,0.29,0.2,0.11,-0.37,-0.06,-0.06,-0.11,-0.11
"ugpA",0.02,-0.36,-0.17,0.08,0.05,0.03,-0.22,-0.24,0.21,0.23,0.05,-0.12,0.12,0.39,0.17,-0.03
"ugpB",-0.46,-1.3,-2.1,-0.39,-0.07,-0.12,-0.38,-0.66,0.02,0.21,-0.43,-0.45,0.26,-0.6,-0.02,-0.48
"livF",-1.67,-2.05,-1.57,-1.17,-0.9,-1.62,-1.97,-1.32,-0.2,-0.4,-0.54,-0.19,0.49,0.1,0,-0.13
"livG",-1.76,-1.7,-1.32,-1.17,-0.92,-1.2,-1.88,-2.05,-0.12,-0.51,-0.62,-0.35,-0.12,0.12,-0.09,-0.05
"livM",-0.87,-1.41,-0.29,-0.89,-0.69,-1.02,-1.35,-0.71,-0.11,-0.53,-0.64,-0.45,0.07,0.26,0.03,-0.16
"livH",-1.16,-0.71,-0.3,-0.98,-0.35,-0.93,-1.25,0.05,-0.12,-0.82,-0.84,-1.06,0.32,0.24,0.13,0.02
"livK",-1.82,-1.42,-1.24,-1.63,-0.8,-1.74,-1.82,-1.92,-0.77,-1.69,-1.79,-1.84,0.08,0,-0.21,-0.05
"panZ",-0.02,-0.33,-0.68,-0.07,-0.47,-0.77,-0.95,-0.57,0.13,0.05,-0.06,0.03,0.18,0.1,0.03,-0.03
"livJ",-1.68,-1.04,-2,-1.66,-0.21,-1,-1.55,-1.78,0.16,-0.94,-1.4,-2.18,-0.68,-0.74,-0.71,-0.69
"rpoH",0.54,0.01,0.18,0.19,0.67,0.72,1.05,0.4,0.68,0.64,0.59,0.26,-0.51,-0.24,-0.34,-0.32
"ftsX",0.99,0.86,0.67,0.04,-0.15,0.18,0.54,0.26,0.08,0.13,0.3,0.04,0.22,0.08,0.25,0.08
"ftsE",1.2,0.67,0.79,0.04,0.57,0.85,0.92,0.01,0.41,0.24,0.25,0.16,-0.11,-0.06,0.26,0.05
"ftsY",0.52,0.81,0.8,0.51,0.78,0.43,1.03,0.73,0.28,0.55,0.47,0.17,0.13,0.23,0.16,0.12
"rsmD",0.31,0.58,0.26,0.16,0.08,0.54,0.74,0.49,0.34,0.53,0.19,0.15,-0.06,-0.16,-0.21,-0.01
"yhhL",0.18,0.15,0.29,0.11,-0.17,0.38,0.43,-0.07,0.34,0.38,0.48,0.56,0.05,0.63,-0.25,0.2
"yhhM",0.41,0.97,1,0.19,0.57,0.43,0.98,0.09,0.39,0.39,0.43,-0.02,0.04,0.16,0.06,-0.08
"yhhN",0.36,0.51,0.4,0.02,0.33,0.54,0.59,0.05,0.27,0.11,-0.34,-0.3,-0.7,-0.15,-0.42,-0.13
"zntA",0.51,0.54,0.79,0.45,-0.06,0.49,0.41,-0.08,-0.12,0.06,-0.06,0.06,0.4,0.4,0.07,0.14
"tusA",0.64,0.55,0.5,0.11,0.07,0.13,0.59,0.14,0.4,0.65,0.57,0.78,-0.62,-0.27,0.08,-0.42
"yhhQ",0.52,0.49,0.6,0.12,0.45,0.68,0.82,-0.54,0.54,0.71,0.7,0.73,-0.3,-0.01,0.03,0.04
"dcrB",1.57,1.75,1.82,1.14,0.87,1.11,1.37,0.39,0.79,1.21,1.32,1.56,-0.11,0.25,0.06,0.47
"yhhS",0.14,0.52,0.56,0.12,-0.29,1.35,-0.17,0.3,0.5,0.21,0.07,0.29,0.07,-0.25,0.21,0.06
"yhhT",0.19,-0.12,-0.08,0.08,0.26,0.64,0.54,-0.28,0.38,0.27,0,0.02,-0.02,0.35,0.04,0.04
"acpT",0.15,-0.41,0.16,0.3,-0.22,0.16,-0.14,0.16,0.26,0.25,0.24,0.12,-0.01,0.08,0.07,0.05
"nikA",0.1,0.41,0.33,0.11,-1.32,-1.23,-1.97,0.09,-0.03,0.12,0.17,0.15,0.11,0.36,-0.12,0.15
"nikB",0.07,0.52,-0.06,-0.04,-0.03,-0.07,-0.32,0.34,-0.06,-0.22,-0.22,-0.21,-0.06,0.05,0.05,-0.05
"nikC",-0.11,0.18,0.07,0.1,0.11,0.19,-0.37,0.12,-0.2,0.02,0.04,-0.22,0.28,0.27,-0.02,-0.25
"nikD",-0.29,0.76,0.22,0.03,0,0.01,-0.26,0.24,0.08,0.09,0,0.2,0,0.37,0.37,-0.05
"nikE",0.01,0.04,0.13,0.33,-0.17,0.27,-0.34,0.24,0.06,-0.02,-0.01,0.02,-0.03,0.06,-0.03,-0.19
"nikR",-0.69,-0.24,-0.48,0.12,0.11,-0.27,-0.14,0.32,-0.23,-0.26,-0.23,-0.08,-0.4,-0.28,-0.18,-0.3
"rhsB",-0.12,-0.53,0.05,0.22,-0.34,0.29,0.04,0.5,0.06,0.24,-0.02,0.22,0.39,0.36,-0.14,0.21
"yhhH",0.32,-0.33,0.11,-0.03,-0.12,0.22,0.22,0.44,0.18,0.22,0.26,-0.01,-0.19,0.29,-0.31,-0.06
"yhhJ",-0.13,-0.15,0.1,-0.02,0,0.31,0.16,-0.3,-0.24,-0.45,-0.41,-0.48,0.29,0.25,-0.11,-0.01
"rbbA",-0.3,-0.44,0.03,-0.01,-0.18,0.2,0.49,0.03,0.03,-0.14,-0.04,0.14,0.19,0.22,0,0
"yhiI",-0.26,0.1,0.29,-0.16,0.98,0.14,0.47,0.41,0.08,0.14,-0.23,-0.01,-0.2,-0.02,-0.17,-0.04
"yhiJ",0.29,0.34,0.64,0.28,0.13,0.16,0.12,0.48,-0.16,-0.37,-0.1,-0.22,0.27,0.18,0.1,-0.09
"yhiM",0.38,0.13,0.19,0.62,0.2,0.8,2.56,0.54,0.18,0,-0.15,-0.06,0.19,0.36,0.21,0.33
"yhiN",0.76,0.46,0.39,0.41,0.05,0.3,0.55,0.49,0.14,-0.07,0.1,0.06,0.11,0.07,0.18,0.17
"pitA",-0.11,-0.29,-0.09,-0.37,-0.12,-0.17,-0.38,-0.58,-0.46,-0.56,-0.66,-0.41,-0.39,-0.21,-0.06,0.16
"uspB",0.22,0.06,0.35,0.08,0.04,0.05,0.24,-0.08,0.33,0.08,0.01,0.01,0.29,0.22,0,0.1
"uspA",-0.94,-0.6,-0.56,-0.2,-0.04,0.04,0.04,0.15,-0.84,-1.58,-1.43,-0.74,-0.71,-0.98,-1.11,-0.61
"dtpB",0.25,-0.58,-0.08,0.19,0.09,0.64,0.26,-0.1,0.24,0.09,-0.38,-0.6,0.24,0.15,0.19,0.26
"rsmJ",0.21,-0.14,-0.28,0.01,0.32,0.35,0.76,0.29,0.27,0.29,0.09,-0.26,0.05,0.02,0.14,0.04
"prlC",0.38,-0.2,-0.4,-0.31,1.14,0.55,0.71,-0.22,0.63,0.53,0.09,-0.06,0.13,0.03,0.07,0.03
"rlmJ",0.65,1.01,0.78,0.39,0.42,0.8,0.86,-1.03,0.33,0.48,0.59,0.54,0.27,0.35,0.44,0.38
"gor",1.25,1.07,1.04,0.51,-0.41,-0.21,-0.3,0.66,0.43,0.49,0.52,0.38,-0.14,-0.01,0.26,-0.01
"arsR",0.14,0.43,0.01,0.17,0.16,0.07,0.3,0.47,-0.11,0.06,0.23,-0.13,0.11,0.01,0.21,-0.06
"arsB",-0.15,0.21,0.04,0.16,0.06,-0.02,0.08,0.53,-0.16,0.07,0.04,0.05,-0.21,-0.04,0.05,0.04
"arsC",0.11,0.33,0.05,-0.15,0.15,0.11,0.15,0.45,-0.13,-0.21,-0.02,-0.21,0.02,-0.01,0.64,-0.01
"yhiS",0.48,0.61,0.72,-0.09,0.28,1.03,0.83,0.24,0.49,0.85,0.88,1,0.24,0.28,0.2,0.56
"slp",0.66,0.02,0.11,-0.16,0.06,0.86,1.52,-0.17,0.61,-0.15,1.16,0.43,0.28,0.26,0.53,0.37
"dctR",0.09,0.1,0.16,-0.01,0.23,2.65,1.85,0.09,0.35,0.52,0.24,0.43,0.15,0.13,0.05,-0.14
"yhiD",0.19,0.45,0.45,-0.01,0.52,0.8,1.28,0.69,0.05,0.1,0.11,0.56,0.09,-0.1,0.13,-0.31
"hdeB",0.2,0.36,-0.29,0.37,0.22,1.03,2.06,1.19,0.04,0.52,0.62,1.03,-0.07,0.01,0,0.88
"hdeA",0.3,0.36,0.13,-0.15,0.16,1.18,1.65,0.29,0.09,0.34,0.61,1.01,-0.1,0.28,0.21,0.56
"hdeD",0.03,0.15,-0.05,0.62,0.14,0.8,0.83,0.61,-0.22,0.1,0.05,0.12,0.15,-0.01,0.15,0.17
"gadE",0.47,0.38,0.29,-0.02,0.18,1.51,2.01,0.27,0.68,0.92,0.94,0.67,0.44,0.25,0.38,1
"mdtE",-0.05,0.19,0.22,0.09,0.2,0.39,1.14,0.12,0.13,0.23,0.31,0.29,-0.09,0.04,-0.06,-0.16
"mdtF",0.46,0.55,0.01,-0.14,0.11,1.08,1.22,0.22,0.05,0.12,0.26,0.02,0.15,0.17,-0.17,-0.22
"gadW",0.05,-0.18,-0.57,-0.3,0.32,0.78,0.73,0.46,0.24,0.39,0.02,-0.02,0.15,-0.04,0.53,0.2
"gadX",0.02,-0.32,-0.39,-0.28,0.63,1.64,0.66,-0.67,1.02,0.85,0.59,0.29,0.51,0.24,0.32,0.24
"gadA",0.93,0.73,0.55,0.33,0.11,1,1.95,0.91,0.41,0.68,0.6,0.07,-0.25,-0.05,0.11,0.2
"ccp",0.04,0.11,0.14,0.12,-0.17,-0.24,-0.23,0.27,-0.09,-0.21,-0.35,-0.03,0.31,0.09,0.16,0.3
"treF",0.35,-0.43,-0.48,-0.18,0.23,0.99,1.16,-0.59,0.02,-0.37,-0.61,-0.47,-0.05,-0.19,-0.14,-0.12
"yhjB",0.02,-0.05,-0.15,-0.16,0.11,0.36,0.28,0.36,-0.24,-0.3,-0.1,0.01,-0.04,0.17,-0.2,0.12
"rcdB",-0.15,0.08,0,0.11,0.14,0.05,-0.37,0.14,-0.22,-0.11,-0.29,-0.25,-0.02,0.25,0.06,-0.28
"yhjD",1.09,0.26,0.52,0.28,0.48,1.05,1.41,0.27,0.3,0.17,-0.55,-0.56,0.59,0.38,0.43,0.7
"yhjE",0.13,0.33,0.66,0.26,0.6,0.15,0.4,0.16,-0.35,-0.42,-0.34,0.01,0.29,0.09,0.1,0.22
"yhjG",0.2,-0.88,-0.68,-0.02,0.81,1.55,1.23,0.26,0.3,0.4,-0.03,0.13,-0.03,-0.21,0.02,-0.03
"pdeH",0.38,0.04,0.43,0.25,0.49,0.91,1.24,0.13,-0.1,0.05,0.01,-0.01,0.14,0.33,0.2,0.13
"kdgK",-0.53,-0.55,-0.75,-0.38,-0.01,-0.54,-0.11,0.35,-0.27,-0.22,-0.21,-0.39,-0.02,-0.43,-0.63,-0.17
"yhjJ",0.1,0.06,0.37,0.12,-0.03,0.03,-0.16,-0.33,-0.45,-0.1,-0.25,-0.36,0.04,0,0.01,0.13
"dctA",-1.2,-1.28,-1.09,-0.56,-0.16,-0.43,-1.59,-0.45,-0.96,-1.11,-1.01,-0.61,-0.02,-0.24,-0.21,-0.19
"pdeK",0.27,0.4,0.27,0.14,-0.15,0.02,0.04,0.56,-0.15,-0.06,-0.28,0.04,-0.4,-0.14,-0.53,-0.14
"bcsC",-0.38,-0.37,0,0.05,-0.3,-0.16,-0.5,0.7,-0.13,-0.24,-0.32,-0.18,0.15,-0.23,-0.38,0.01
"bcsZ",0.06,-0.11,0.03,0.27,-0.06,-0.09,-0.21,0.13,-0.14,-0.17,-0.1,-0.15,0.05,0.06,0.19,0.19
"bcsB",0.02,-0.43,-0.02,0.23,-0.11,-0.06,-0.09,-0.28,-0.47,-0.18,-0.23,-0.19,0.1,0.33,0.05,0.1
"bcsA",0.17,-0.04,-0.12,0.17,-0.07,-0.07,-0.13,0.3,-0.12,-0.32,-0.14,-0.21,0.15,0.06,-0.13,-0.05
"bcsQ",0.03,-0.22,-0.14,0.31,-0.1,-0.03,-0.45,-0.4,-0.18,-0.28,-0.24,-0.17,0.1,0.1,0.18,-0.03
"yhjR",-0.56,-0.22,-0.55,0.25,0.04,-0.04,-0.7,0.1,-0.12,-0.24,-0.32,-0.06,-0.21,-0.04,0.02,0.01
"bcsE",-0.23,-0.32,-0.26,-0.33,0.06,-0.28,-0.1,-0.22,0.18,-0.06,-0.11,-0.09,0.02,-0.04,-0.08,0.23
"bcsF",0.08,-0.15,-0.38,-0.02,-0.03,0.11,-0.03,-0.84,0.09,-0.09,-0.05,0.12,0.22,0.44,0.23,0.1
"bcsG",-0.22,-0.21,-0.47,-0.19,-0.12,0.26,-0.28,-0.5,-0.15,-0.18,-0.34,-0.48,0.45,0.07,0.17,0.02
"yhjV",-0.51,-0.72,-0.85,-0.33,-1.03,-1.04,-1.58,-0.67,0.04,0.08,0.17,-0.01,-0.16,0.15,-0.1,-0.03
"dppF",-1.44,-1.67,-1.09,-0.72,-1.2,-1.91,-2.11,-1.33,0.34,-0.39,-1.39,-1.52,0.06,0.19,0,-0.15
"dppD",-1.28,-1.26,-0.92,-0.92,-0.14,-0.26,-1.66,1.41,0.21,-0.29,-1.14,-0.66,-0.12,-0.13,0.24,-0.08
"dppC",-0.55,-0.85,-0.34,-0.66,-0.62,-1.09,-1.33,-0.57,0.08,-0.37,-0.81,-0.72,0.26,0.13,0.37,0.01
"dppB",-0.64,-1.02,-0.23,-0.23,-0.17,-0.65,-1.04,-0.58,0.18,-0.56,-1.02,-0.84,0.04,-0.04,0.14,0.21
"dppA",-1.87,-2.26,-1.55,-1.39,-0.8,-1.41,-1.88,-1.59,-0.17,-1.08,-2.25,-2.65,-0.42,-0.53,-0.09,-0.65
"eptB",-0.4,-0.29,-0.2,-0.01,-0.7,-0.5,-1.16,-0.44,-0.28,-0.28,-0.27,-0.36,0.35,-0.06,-0.25,-0.14
"yhjX",-0.05,0.19,0.09,0.12,0.09,0.1,-0.12,0.04,0.42,0.98,0.34,-0.25,-0.26,0,-0.07,-0.54
"yhjY",0.08,-0.36,-0.29,0.03,0.38,0.15,-0.06,-0.05,0.17,-0.19,-0.1,-0.8,0.37,0.29,0.32,0.04
"tag",-0.35,-0.53,-0.71,-0.22,-0.1,-0.07,-0.22,-0.08,0.17,-0.16,-0.6,0.06,0.23,-0.07,0.24,0
"yiaC",-0.22,-0.19,-0.27,-0.09,0.16,0.11,-0.07,0.26,-0.04,0.04,-0.44,-0.49,-0.39,-0.26,-0.31,-0.17
"bisC",-1.03,-0.95,-0.96,-0.53,-0.23,-0.27,-0.78,0.08,-0.2,-0.42,-0.85,-0.77,-0.63,-0.65,-0.64,-0.51
"yiaD",-0.25,-0.08,0.35,0.01,0.01,-0.86,-0.4,0.33,-0.31,-0.36,-0.38,-0.2,0.01,-0.04,0.21,0.21
"ghrB",0.08,-0.22,-0.3,0.26,-0.29,0.16,-0.24,0.15,0.48,0.24,-0.11,-0.55,-0.4,-0.51,-0.74,-0.52
"yiaF",0.44,0.22,0.07,-0.24,0.03,0.32,0.38,-0.85,0.12,0.3,0.18,0.19,-0.25,0.25,-0.24,-0.08
"yiaG",1.23,0.36,-0.39,0.24,0.39,0.78,1.78,0.58,0.42,0.58,0.43,-0.31,0.02,-0.09,-0.37,-0.28
"cspA",-2.75,-0.75,-1.05,-0.45,-1.78,-0.3,-1.77,-0.35,-0.09,-0.28,-0.38,-0.55,-0.32,-0.39,-0.25,-0.32
"insJ",-0.36,0.04,0,-0.14,0.01,0.01,0.01,-0.02,-0.01,-0.08,0.11,0.12,0.02,0.6,-0.03,0.08
"insK",-0.16,0.16,-0.04,0.48,0.07,0,-0.09,0.41,0.01,-0.08,0.03,-0.12,-0.11,0.07,-0.09,-0.04
"glyS",0.69,0.6,0.58,0.21,0.32,0.55,1.05,-0.14,0.41,0.33,0.48,0.33,0.08,0.53,0.71,0.35
"glyQ",0.37,0.58,0.45,0.37,0.54,0.53,1.13,0.39,0.72,0.63,0.5,0.03,-0.01,0.1,0.24,0.52
"wecH",0.13,0.01,0.14,-0.03,0.07,0.23,0.2,-0.08,-0.2,-0.16,-0.3,-0.37,0.23,-0.11,-0.23,-0.05
"yiaA",0.05,-0.24,-0.28,0.17,0.08,0.09,0.07,0.08,0.05,-0.01,-0.03,-0.13,0.3,0.32,0.11,0.11
"yiaB",-0.02,0.04,-0.11,-0.01,-0.15,0.08,0,0.17,-0.06,0.19,-0.12,0.13,0.38,-0.16,-0.42,-0.08
"xylB",0.12,-0.44,0.16,0.04,-0.05,0.47,0.33,0.3,0.01,-0.03,-0.22,-0.17,-0.06,0.16,0.24,-0.12
"xylA",0.19,-0.16,-0.45,0.08,0.18,0.3,0.74,0.48,-0.04,0.05,-0.21,0.03,0.06,0.16,-0.04,0.3
"xylF",-0.34,0.64,0.14,-0.01,0.21,0.02,0.23,0.78,-0.32,-0.28,-0.23,-0.43,0.22,0.03,-0.12,0.12
"xylG",-0.5,-0.07,-0.11,-0.03,0.14,-0.02,-0.42,-0.3,-0.17,-0.45,-0.42,-0.52,0.42,-0.1,-0.11,-0.11
"xylH",-0.35,0.47,-0.14,0.06,0.03,-0.13,0.15,0.86,-0.29,-0.11,-0.38,-0.65,0.28,-0.08,-0.16,-0.04
"xylR",-0.02,-0.44,-0.13,-0.3,2.72,0.57,-0.27,-0.47,-0.19,-0.23,-0.32,-0.2,-0.25,0,0.07,0.02
"bax",0.6,0.66,0.51,0.42,0.03,1.18,0.61,0.11,0.13,0.41,0.27,0.09,0.41,0.43,0.46,0.58
"malS",-0.18,0.06,-0.2,0.57,-0.16,-0.02,-0.25,-0.03,-0.24,-0.13,-0.11,-0.02,-0.12,0.05,0.49,-0.13
"avtA",-0.22,0.18,0.12,0.36,-0.88,-0.21,-0.21,0.15,0.12,-0.01,0.3,0.33,-0.16,-0.45,-0.33,-0.63
"ysaA",0.2,0.27,0.14,0.19,-0.19,0.29,0.01,0.87,-0.16,0.03,-0.13,0.09,0.07,0.23,-0.09,0.17
"yiaK",0.19,0.06,-0.03,0.2,-0.26,0.1,0,0.5,-0.23,-0.04,-0.14,-0.09,0.65,0.03,0.04,0.27
"yiaL",0.04,0.1,0.03,0.32,-0.4,0.27,0.01,1.79,0.03,0.15,0.01,0.14,0.21,-0.09,0.47,-0.01
"yiaM",0.12,-0.35,0.14,0.12,0.1,-0.1,0.16,0.17,0.24,-0.13,-0.07,0.34,0.06,0.21,-0.06,0.14
"yiaO",-0.16,0.24,-0.12,-0.08,0.2,-0.1,0.2,0.77,-0.22,-0.13,0.05,-0.1,0.14,0.13,-0.07,-0.28
"lyxK",0.21,-0.14,-0.01,0.21,0.02,-0.28,-0.22,-0.05,-0.07,-0.18,-0.11,-0.04,-0.04,0.29,0.14,-0.18
"sgbH",0.33,0.12,0.47,0.57,-0.07,0.01,0.47,0.55,0.05,0.04,0.05,0.08,-0.06,0.11,0.21,0.05
"sgbU",0.25,0.1,-0.09,0.26,0.12,-0.05,0.13,0.04,-0.24,-0.06,-0.06,-0.06,0.14,0.29,0.12,0.18
"sgbE",0.17,0.11,0.19,0.54,0.19,0.01,0.43,0.29,0.06,-0.05,-0.23,-0.09,-0.11,0.1,0.02,-0.06
"yiaT",0.1,0.2,0.1,0.3,0.13,-0.19,0.06,0.14,-0.34,-0.31,-0.34,-0.12,0.2,0.27,0.23,0.33
"yiaU",-0.02,0.9,0.85,0.37,-0.02,0.4,0.63,0.16,0.28,0.26,0.56,0.26,0.34,0.02,-0.01,-0.02
"yiaV",-0.16,0.19,0.23,0.38,0.35,0.1,0.02,0.48,0.11,-0.07,-0.03,0.01,0.59,0.22,0.26,-0.12
"yiaW",0,0.53,-0.04,-0.04,0.37,-0.03,-0.04,1.05,0.02,-0.12,-0.21,-0.07,0.06,0.27,0,-0.03
"aldB",0.11,0.02,-0.63,-0.12,0.16,0.02,0.33,0.89,0.11,0.12,-0.14,-0.25,-0.14,-0.14,-0.21,-0.21
"selB",0.35,0.21,0.41,-0.11,0.26,0.42,0.36,-0.12,0.38,0.11,0.27,0.18,-0.03,0.06,0.04,0.14
"selA",0.04,0.43,0.31,-0.18,0.08,0.16,0.19,-0.23,0.52,0.52,0.42,0.38,-0.16,-0.01,-0.38,-0.01
"yibF",0.62,-0.15,-0.04,-0.27,0.32,0.18,0.36,-0.58,0.4,0.48,-0.16,0.02,-0.17,0.05,0.19,-0.18
"rhsA",0.42,0.06,0.17,0.24,-0.19,-0.14,0.35,0.46,-0.15,0.05,-0.25,0.05,0.22,-0.32,-0.36,-0.08
"yibA",0.25,0.77,-0.07,0.15,0.11,0.06,-0.03,0.38,-0.1,-0.1,-0.14,0,0.05,-0.07,-0.19,-0.23
"yibJ",0.3,-0.23,0.14,-0.01,-0.05,0,0.34,0.6,0.2,0.19,0.16,0.2,-0.12,0.03,0.38,-0.03
"yibG",0.05,0.05,-0.09,0.04,-0.15,-0.38,0.1,0.04,-0.29,-0.06,-0.13,-0.14,0.38,-0.26,-0.34,0.22
"yibH",-0.41,-0.33,0,0.07,0.08,-0.03,-0.19,-0.89,0.13,0.2,-0.27,-0.29,-0.11,-0.19,-0.25,-0.06
"mtlA",-0.48,-0.61,-0.35,-0.21,-0.03,-0.12,0.07,0.42,-0.63,-1.07,-1.1,-1.06,0.29,0.14,0,0.03
"mtlD",-0.67,-0.96,-1.03,-0.28,-0.5,0.17,-0.03,-1.27,0.13,-0.22,-0.43,-0.39,-0.4,-0.19,-0.1,-0.24
"mtlR",0.14,-0.45,-0.71,0.01,-0.01,-0.04,-0.16,0.4,-0.25,-0.44,-0.79,-0.59,-0.28,-0.39,-0.07,-0.32
"yibL",-0.5,-0.4,-0.16,-0.29,-0.12,-0.23,-0.52,-0.37,-0.44,-0.47,-0.64,-0.47,-0.14,0.17,0.09,0.11
"lldP",-0.11,-0.07,-0.22,0.06,-0.15,-0.25,-0.46,0.15,-0.32,-0.47,-0.67,-0.37,-0.32,-0.02,-0.02,-0.24
"lldR",-0.34,-0.46,-0.09,-0.19,-0.27,-0.29,-0.88,0.14,-0.28,-0.19,-0.7,-0.14,0.01,0.06,3,0.02
"lldD",-0.11,-0.59,-0.01,0.16,-0.38,-0.17,-0.51,0.04,-0.05,-0.3,-0.58,-0.38,-0.25,-0.02,-0.46,-0.28
"trmL",-0.55,0.09,0.08,0.03,-0.5,-0.27,-0.29,-0.03,0.28,0.17,0.2,0.18,-0.12,-0.03,0.34,0.13
"cysE",-0.08,0.22,0.04,-0.17,-0.07,0.15,0.19,0.29,-0.29,-0.46,-0.09,0.01,-0.47,-0.22,-0.11,-0.35
"gpsA",-0.13,0.12,0.11,-0.36,-0.35,-0.1,0.16,0.39,0.05,-0.17,-0.47,-0.16,-0.05,0.27,0.31,0.16
"secB",-0.46,0.32,0.33,-0.23,0.18,0.19,0.45,-0.8,-0.09,-0.22,-0.28,-0.27,0.13,0.08,-0.08,-0.47
"grxC",0.07,0.11,0.14,-0.07,-0.2,-0.19,-0.32,-0.24,-0.03,-0.17,-0.12,-0.11,0.27,-0.31,-0.22,-0.32
"yibN",0.24,0.21,0.46,-0.15,0.04,0.24,0.44,-0.24,0.09,-0.26,0,-0.1,-0.1,-0.09,-0.06,-0.2
"envC",-0.11,-0.16,0.3,-0.12,-0.45,-0.32,-0.12,-0.54,-0.15,-0.18,0.09,0.18,0.17,0.27,0.01,-0.21
"yibQ",0.31,-0.28,0.56,0.32,-0.1,0.09,-0.18,0.5,0,0.18,0.06,0.2,0.12,0.36,0.19,0.24
"tdh",1.44,1.25,0.6,0.4,1.14,1.51,2.02,0.73,0.42,0.71,0.68,0.24,-0.22,0.06,-0.07,-0.27
"kbl",1.91,0.94,0.73,0.3,0.95,1.74,2.27,0.05,0.38,0.89,0.86,0.56,-0.23,0.29,0.21,-0.37
"rfaD",0.63,0.96,0.9,0.55,0.5,0.5,1.01,0.34,0.26,0.35,0.4,0.34,0.45,0.2,0.43,0.4
"waaF",0.33,0.53,0.95,0.16,0.15,0.25,0.43,0.39,0.06,0.2,0.43,0.46,0.24,0.26,0.68,0.22
"waaC",0.35,0.53,0.5,0.24,-0.07,0.52,0.3,-0.55,0.2,0.58,0.68,0.7,0.37,0.36,0.12,0.36
"waaL",0.73,0.54,0.21,0.42,0.55,1.31,0.84,0.1,0.43,0.6,0.88,0.89,0.32,0.17,-0.07,0.31
"waaU",0.66,0.43,0.27,0.62,0.48,0.33,0.76,0.81,0.24,0.8,0.64,0.51,-0.04,0.17,-0.06,0.06
"waaZ",0.97,0.8,0.59,0.81,0.24,0.26,0.24,0.6,0.37,0.16,0.69,0.6,0.28,-0.13,0.36,0.47
"waaY",0.92,0.57,1.07,0.05,0.03,0.68,0.46,-0.45,0.35,0.58,0.51,0.52,-0.06,0.09,-0.03,-0.12
"waaJ",0.73,0.72,0.79,0.19,0.29,1.27,0.7,0.61,0.52,0.84,0.49,0.56,-0.19,0.07,0.25,0.45
"waaO",0.27,0.32,0.74,0.22,0.29,0.87,0.69,-0.04,0.3,0.33,0.39,0.11,0.16,0.48,0.07,0.14
"waaP",1.3,1.19,1.28,0.56,0.76,1.05,1.04,0.66,0.67,0.8,0.77,0.74,0.38,0.21,0.43,0.97
"waaG",0.89,1.06,1.27,0.9,0.27,1.18,1.07,-0.18,0.03,-0.04,0.38,0.05,0.31,0.36,0.4,0.75
"waaQ",1.11,1.19,1.05,0.71,0.43,1.05,1,0.48,-0.09,-0.24,0.02,-0.02,0.18,0.51,0.64,0.69
"waaA",0.19,0.08,0.36,0.08,-0.16,-0.14,-0.25,-0.74,-0.28,-0.05,0.32,0.43,0.42,-0.14,0.01,0
"coaD",0.34,0.27,0.17,0,0.26,0.04,0.45,0.57,-0.09,-0.15,-0.07,-0.24,-0.14,-0.39,0.07,-0.15
"mutM",0.72,0.14,0.08,0.04,0.89,1.11,0.86,-0.19,0.61,0.62,0.59,0.28,0.42,0.21,0.25,0.1
"rpmG",0.68,0.63,0.53,-0.22,0.47,0.69,0.87,0.25,0,0.29,0.34,0.01,-0.09,0.02,0.34,0.11
