"","0","216000","540000","972000","0 | 1","216000 | 1","540000 | 1","972000 | 1","0 | 2","216000 | 2","540000 | 2","972000 | 2","0 | 3","216000 | 3","540000 | 3","972000 | 3","0 | 4","216000 | 4","540000 | 4","972000 | 4","0 | 5","216000 | 5","540000 | 5","972000 | 5"
"ilvC",308.3,343.2,60.2,372.1,322.3,482.6,408.4,188.9,113.3,51.6,207.4,104.6,324.8,458.7,515.4,389.6,307.8,402.2,282.4,312.4,174.2,249,115.7,110.8
"ppiC",2369.4,1505.8,96.3,511.6,4318.1,1825.2,789.6,635.5,679.6,601.2,335.1,145.2,3099.8,3146.9,1423.3,361.4,1968.3,1731.4,722.9,679.8,971.5,488.9,242.6,166.5
"yifN",255.9,304.9,154.8,185.5,267.2,359.7,252.6,236,63.5,61.4,179.5,118.9,318.8,333.6,320.7,407.5,261.7,278.6,212.6,336.5,186.3,205,206.2,131.5
"rep",704.8,718.7,393.7,390.8,844.2,529.5,358.9,327.5,359.9,148.5,284.6,154.8,427.9,363.6,331.5,194.4,343.9,440.8,253.5,261.6,238.1,366.2,133.4,136.6
"gpp",514.1,392,417.7,352.1,347.5,405.1,190.9,274.4,157.2,116.7,170,61.2,553.3,599.1,451.4,209.6,514.1,295.9,287.8,317.3,316,232.9,129.3,133.3
"rhlB",2628.7,2057.3,2013.2,2296.7,1780.5,1615.2,1464.2,1817.4,1061.8,694.3,1079.4,534.8,2361.2,2797,2275.4,1317.2,1981,1564.1,1350.7,1286.5,1580.8,1301.5,766.2,852.3
"trxA",4468.8,3293.5,3737.3,2745.5,5105.4,3439,5282.1,3359.7,1789.7,1406.1,3602.1,1289.5,4600.7,5226.8,4142.5,4245.5,3641.2,3798.5,4467.5,3142.3,2576.8,2920,2886.4,1646.6
"rhoL",9540.9,4495.5,1699.2,2655.6,11168.6,4735.8,4866,6905.7,4272.7,2594.2,3098.5,2658.9,15621.4,10571,4176.8,2101.5,12905.3,5191.5,4448.1,4564.2,6811.2,5446.6,3333.8,3416.6
"rho",2231.2,829.2,814.9,1128.5,1753.5,1098.1,1144.6,1618.6,1096.8,443.3,727,478.1,3666.1,2259,1716.6,651.2,3766.5,1168.4,1085.8,929,1599.9,1476.7,716.1,466.7
"rfe",320.7,176,211,261.4,247.9,246.2,64.9,374.6,139.4,139.8,126.9,87.8,704.3,562.7,371.3,249.3,579.5,398.2,243.5,255,372.8,135.5,194.4,143.4
"wzzE",361.2,430.5,426.3,299.5,686,800.8,680.3,583,193.6,297.4,262.4,150.9,772.1,678.3,499.4,281.6,1424.7,936.7,885.9,651.6,560.6,256.6,289.5,237.9
"wecB",336.1,194.7,144.3,310,262.5,332.1,238.6,76.7,168.2,228.8,149.4,80.4,654.2,586.5,351.7,55.3,700.8,630.4,188,102.3,466.4,231.8,138.5,72.1
"wecC",656.3,536,271.8,538.3,367.7,479.1,305.1,275.6,270,235.4,225.5,110.8,1257.5,780.9,555.1,262.4,1210.3,545.1,364.7,410.2,652.3,397.7,236.9,121.1
"rffG",343.2,396.8,453.2,367.1,310.8,488.8,560.8,471.5,185.7,189,161.4,24.8,952.2,580.8,475.9,386.5,831.6,469.6,533,420.3,429.3,243,178.8,148.3
"rffH",542,541,500.6,605.1,255.1,593.8,467.3,658.3,200.5,165.6,156.5,70.2,970.6,718.9,363,394.5,1266.1,752.7,530.9,643,336.6,232.3,224.1,218.8
"rffC",486.2,644.7,526.9,652.6,404.1,399.1,485,487.3,166.4,189.5,254.6,101.4,839.2,807.6,552.6,415.9,1616.7,817.2,622.8,537.2,370.3,223.1,156.9,136.3
"wecE",324.1,323.3,415.4,322.7,437,417.5,656.4,312.7,57.5,132.2,125.6,54.7,413.6,501.6,400.1,367.5,464.5,537.9,507.7,495,159.5,82.9,101.7,102.3
"wzxE",197.8,261.6,249.1,395.9,225.6,191.9,374.9,352.9,108.5,98.5,131.6,69.3,355.5,483.2,326.6,165.6,395.4,467.8,470.9,323.2,171.6,130.8,135.4,81.3
"wzyE",158.3,245.4,332.3,303.6,287.4,403.8,539.9,442.8,138.9,119.4,226.2,121.2,281.1,353.2,285,396.6,398.8,467.1,507.8,427.7,189.3,219.6,157.7,172.6
"rffM",328.9,312.2,318.2,342.1,306.5,356.3,294.6,291,94.9,79,132.8,109.3,374.2,379.4,275,212.1,412.5,396.7,397,151.9,215.7,120.7,173.3,117.2
"yifK",435,338.2,658.1,562.7,489.1,567.6,705.6,784.4,134.7,168.9,325.2,126.2,3344.9,1973.2,1181.1,428,689.1,609.7,1521.8,1481.7,515.7,233.7,359.3,288
"argX",1905.4,563.2,222.9,25.8,5681.2,449.7,106.6,66.8,185.5,228.5,212,166.3,9424,3816.3,1639.1,1163.4,4489.8,1400.9,656.2,106.5,431.6,240.6,220.2,157.3
"hisR",9768.5,8524,6339.6,12056.8,18713.6,12198.4,6618.6,3520.7,1974.7,2471.2,4389.7,5848.8,25502.2,20088.2,20195.7,24926.5,32861.9,16541.4,26115.3,7757.5,3042,3096,4468.7,5096.1
"leuT",10098.8,8003.6,4645.9,5070.1,18763.7,10120,9273.5,1493.3,2496.4,3209.3,2292.1,2555.7,14522.4,12294.5,11704.4,9965,20537.7,11181.1,16003.8,5529,4103.2,2805.1,2668.7,3412.6
"proM",895.8,502.6,345.7,42.6,432.3,42.4,25.3,24.2,4.8,16.9,29.9,158,4753.5,2172.6,2072,2006.8,71.6,46,60.6,37.6,15.8,33.8,79.4,91.1
"aslB",208.1,194.2,225.6,225.6,124.9,180.3,19.4,109,31.9,33.6,85.9,32.7,197.6,117.2,163.3,142.4,162.6,101.7,70,168.1,60.1,64,85.3,33.7
"aslA",116.2,166.1,179.2,229.1,164.1,233.5,150.8,153.6,32,35.2,107,36.6,89.9,169,146.3,147.7,284,135.7,129.7,203.3,58.6,48.9,82.5,68.5
"hemY",366.7,634.3,1389.1,860.2,529.4,703.5,1106.8,682.1,276.8,220.5,755.8,220.7,282.4,791.7,766.6,603.3,874.3,698.1,1068.9,624.2,700.7,409.9,601.1,312.2
"hemX",526.3,635.5,1464.1,1049.4,715.3,1033.1,1604.3,1238.9,309.1,171.4,834.6,162.9,527,751.3,529.4,967.6,815.9,723.9,1541,1277.3,534.4,532.6,582.7,398.2
"hemD",997.6,1513.3,2028.2,2223,1193.3,2017.4,3137.6,3515.5,693.3,372.6,1513.2,637.5,1173.4,1745.5,1290,3253.3,1364.5,2069.6,2972.7,3698.5,1121.1,1086.5,1215.8,1158.8
"hemC",975.4,1351.7,1747,1453.8,878.3,1126.1,1075.5,1414.9,360.3,355.1,749.4,317.2,762.3,1351.9,991.8,846.2,919.7,1228,900.4,1129.8,763.2,632.9,651,540.9
"cyaA",652.5,340.7,340.7,761.2,361.7,329.4,275.9,627.1,106,98.8,151.4,265.1,558.3,471.6,362.9,479.1,376.7,256.5,358.5,550.9,224.1,244.4,337,719.8
"cyaY",1114.2,916.8,543.5,1202.6,1478.2,1204.6,1018.2,851.8,500.7,271.8,561.2,376.8,1729,1764.3,1683.7,996.1,1179.7,1132.7,764.9,920.7,591.2,543.5,389.7,264.2
"yzcX",NA,NA,NA,NA,NA,NA,NA,NA,10.3,29.7,32.2,39.2,NA,NA,NA,NA,NA,NA,NA,NA,59.3,45.1,61.7,44.5
"dapF",1405.7,1748.3,210.3,1642.7,1278.6,2547.8,1580.2,1320.6,718.7,618.8,1022.7,349.9,1392.1,1752.3,1480.1,738,1483.1,1424.7,1564,1272.4,1948.8,1219,689.9,630.8
"yigA",568.9,628.6,9.6,452.1,598.1,942.2,605.8,372.7,171.2,135.9,191.9,120.4,536.4,590.2,404.5,144.4,839.5,592.2,608.7,235.7,411.8,332.2,132.6,143.9
"xerC",264.4,346.4,158.1,496.7,357.9,692.3,342,443,196.5,143.6,322.4,129.3,335.8,386.5,313.6,276.5,451.2,568.8,366.8,356.3,268.8,276.9,147.3,126.5
"yigB",203.5,299.5,43.8,169.9,229.6,372.9,358.8,250,135.4,87.5,162.1,62.1,356.5,288.7,296.4,214.3,285.9,267.1,160.7,249.8,164.2,174.2,153.5,55.8
"uvrD",798.8,754.2,164.1,1002.1,720.9,704.8,111.9,470.5,295,190.5,405.8,217.6,790.3,743.5,724.1,771.7,510.5,527.8,425.3,360.8,343.7,339.7,258.3,256.9
"corA",854,432.1,15.1,160,606.6,245.8,344.5,222.5,273.3,99.7,104.7,26.9,532.6,503.5,341.6,199,242.9,299.5,239,253.2,240.9,118.8,95.6,107.1
"yigF",91.3,59,7.9,4.8,103.1,42.4,5.2,30.5,9.8,1.1,5.2,8.4,88.5,38.7,16.6,24.9,48.2,36.8,36.5,1.2,27.7,9.8,11.1,6.4
"yigG",92.4,49.2,29,51.4,55.2,42.7,32.2,4.4,7.7,6.3,3.3,5,8,47.3,30.2,22.9,7.7,73.2,3.7,28.8,7.9,12.7,15.4,0.5
"rarD",269.9,384.9,189.7,292.1,249.5,482.9,173.3,239.8,72.4,103.5,117.2,26.4,427.7,329.1,347.2,172.7,321.1,295.9,321.8,155.4,210.7,74.8,74.9,76.9
"yigI",203,1038.5,199.6,691.4,231.4,634.2,497.4,686.5,122,116.9,302.9,252.1,400.1,270.2,541.1,426.9,280.7,287.5,543.5,724.1,262,181.7,297.3,378.2
"pldA",900.1,479.3,401.7,454.6,269.3,323.6,209.7,422.9,358.3,119.7,190,89.1,826.3,945.4,547.9,224.6,310.1,259.5,56.6,364.1,229.6,303.2,126.4,94.6
"recQ",873.2,779.3,376.6,265.3,678.9,577.8,325.5,330.6,255.6,158.2,48.1,44.4,685.1,778.1,426.3,85.1,594.5,431,333.1,268.2,255.9,284.9,140.6,73.5
"rhtC",434.9,230.5,266.3,542.3,199.4,420.1,117.2,318.2,170.9,64.3,139.7,116.3,289.9,363.7,273.5,214.7,284.1,214.5,154.7,120.9,324.2,261.3,148.1,132.1
"rhtB",179.4,212.6,146,108.4,141.1,365.9,152.2,69.3,31.6,38,39.7,30.9,202.6,232.1,197.1,128,67.2,85.7,139.5,84.5,71.1,64,68.3,60.7
"pldB",563,568.5,605,297.3,680.3,595.4,604,520.2,333.4,152.5,392.8,106.8,444.8,638.4,289.8,264.3,325,456.4,355.8,410.2,233.7,457.5,262.5,263.4
"yigL",644.9,807.6,665.6,440.4,551.9,870.3,698.1,902.8,317.7,171.7,422.9,148.8,414.8,775.9,523.7,427.6,388.4,551.8,639.7,784,310.8,414.7,224.5,208.5
"bioP",270.2,268.2,261.1,436.6,339.7,560.8,183.7,183.1,125.6,74.6,124.1,106,415.7,279,161.8,209.6,417.1,311.5,339.7,316.1,159.6,138.2,76.3,74.3
"metR",143.5,266.6,211.2,75.7,54.6,455.9,32,64.4,59.3,44.5,18.2,14.4,108.4,253.4,271.6,204.7,78.2,39.9,268.9,358.7,50.5,18.2,81.3,54.2
"metE",20.7,24.6,63.1,194,18.1,171.7,97.8,34.5,5.4,6.9,9.8,8.8,16.1,33.8,161.9,195.8,102.7,119,118.1,55.4,5.2,3.7,20.1,11.6
"ysgA",189.3,258.8,476.1,751.5,206.1,430,488.6,732.5,53.2,60.7,199.9,137.5,159.7,268.1,341,740.1,198.7,395.4,468.8,912.9,91.8,80.4,218.4,249.1
"udp",1177.1,8921.6,14863.6,10747.7,1738.1,8701.7,17155.2,21453.5,1858.6,2331.9,4224.1,3437.9,939.9,5938.5,10512.1,17546.6,7091.4,9863.4,18408.4,20728.1,3324.6,2242.1,4505.2,3748.1
"rmuC",387,643.9,872.4,988,256.8,355.4,631.8,704.9,443.1,225.9,381.4,244.1,431.2,651,777.7,525.4,1062.6,562,480.4,394.6,730.5,495.5,298.8,221.2
"ubiE",1450.9,1589.5,1657.6,1353.2,1282.3,849,1116.2,1168.9,749.6,443.8,661.2,274.6,1334.4,1795.5,1362,1012.1,1530.5,1010.2,887.5,897.4,1064.4,808.8,568.9,408.2
"ubiJ",1026.7,1052.3,937.6,1030.4,1338.3,1775.7,1452.7,1345.1,682.3,425.7,729,278.2,900.8,1133.9,844.9,634.8,2227.6,1417.6,1200.2,1201.3,1166.8,697.6,530.2,421.9
"ubiB",1275.5,1237,1115.3,927.8,966.9,779.2,753.4,598.6,681.7,331,473.6,232.3,1155,1031.7,1030.9,572.6,889.5,874.9,675.2,493.9,859.6,493.7,350.1,281.7
"tatA",NA,NA,NA,NA,NA,NA,NA,NA,1815.1,969.3,1399.1,731.6,NA,NA,NA,NA,NA,NA,NA,NA,1747.1,1261.3,933.9,759.8
"tatB",NA,NA,NA,NA,NA,NA,NA,NA,1531.2,855.6,1054.2,442.4,NA,NA,NA,NA,NA,NA,NA,NA,1708.4,1226.3,688.7,593.8
"tatC",2057.3,1477.6,680.6,783.2,2978.4,1638.3,716.3,659.6,1027.8,376.9,451,273,1753.4,1691.7,1206.5,271.8,2145.8,1238.8,946.7,705.3,1020.9,930.8,318.2,268.3
"rfaH",1133.4,312.4,341.8,222.7,827.8,173.6,111,132.4,188.2,63.6,70.8,73.4,1417,597.3,260,218.8,389.2,162.3,82.7,131.8,192.4,130.7,76,59.3
"ubiD",1615.4,2564.8,988.9,1904.6,907.4,1823.1,1738.9,1181.5,661.1,477.5,1070,439.3,1486.5,2038.8,1526.1,1771.1,937,1177.3,1682.4,1740.9,918.8,956.6,851.9,494.7
"fre",1674.3,2923.8,320.3,2028.7,1652.9,2907.7,2897.4,1842.8,628.7,511.9,938.2,495.7,1681.7,2225.2,1611.7,1478.2,2322.7,3014.4,2063,2327.7,925.1,849,694.5,591.1
"fadA",179.2,894.4,100.8,2151.2,238.9,1759.6,1129.7,1767.6,113.3,60.1,701.7,478.1,194.3,199.8,439.2,2236.7,306.3,341.8,2207.8,1543.6,164.3,207.1,638.6,642.9
"fadB",110.1,1033.5,13.6,1381.9,18,1536.1,1119.2,1806.6,42.2,58.9,1231.9,262.4,126.6,177.9,247.3,1521.5,29.3,343.9,2279.7,2064.3,154.8,149.7,1012.9,633.5
"pepQ",612.7,1507.1,96.4,876,472.2,1282.3,1738.9,1693.3,303.3,299.5,928.3,240.1,566.1,1153.4,1144.2,1787.1,555.3,774.2,1183.3,1201.4,714.1,656.3,652.9,481.4
"yigZ",556.6,644.6,85.4,684.2,649.3,928.6,818.1,1226.2,379.2,194.6,767.5,336.2,621.5,601.3,406.5,990.6,666.7,650,1145.2,1244.7,506,612.9,378,437.8
"trkH",595.6,532.8,11.3,640.2,461.9,865.9,605.3,666.1,229.8,176.1,341.4,182,584.1,537.4,433.1,450.7,793.3,592.8,490.7,430.8,325,367.1,259.3,150.9
"hemG",747.8,678.7,37.1,598.6,900,953,921.4,596.4,261.4,217.5,522.3,239.5,687.4,919,450.4,326.8,712.2,877.1,862.2,526.8,644.2,560.7,396.3,229.5
"rrsA",881.2,1798.3,1143.4,22850.6,2657.2,3954.7,3789.5,3214,8204.8,8773.7,11179.9,10125.2,953.3,1138.4,1092.1,1491.7,4829,4183.3,4524.3,4382.9,10945.7,8292.9,11078.9,10012.9
"ileT",16179.4,8585.2,1551.6,2015.7,34740.1,7372.9,2755.4,1617.7,2203.1,2139.8,1750.2,2187.4,22313.2,18348.7,11222.3,2745.9,40280.1,13182.3,3956.6,1917.1,3744.9,3265.8,1127.1,1090.3
"alaT",15387,7614.3,2821.2,6088.9,49002.7,20254,11139.1,2772.9,1363.1,3000.1,1222.5,2014.2,20550.6,19543.7,15848.9,10160.4,56234,27174.5,25592,10108.7,4260.9,2504.9,1597.6,1951.6
"rrlA",16957.6,22804.4,20121.4,50960.4,54566.6,93696.6,81403.2,65770.9,7443.9,8401.9,9992.8,9113.1,18593.3,22456,23039.7,26663.7,98782.8,86187.1,104865.5,100799,9368,7691.6,9969.8,9604.3
"rrfA",7738.7,16721,15467.9,46305.4,52594.9,95912.7,76107.9,57121.9,7489.3,8310.6,10481.1,11541.5,1441.2,3917.3,1229.1,9732.4,103572.8,94972.1,100777.6,103817.9,11246.1,8206,11773,11049.6
"mobB",277.5,438.7,41.5,415.9,295.5,528.5,275.4,426.9,82.4,60.3,231.4,139.1,301.7,473.2,320,406.4,308.6,289.1,411.2,368.3,229.3,203.8,187.9,192
"mobA",240.6,381.5,74.3,304.4,142.3,375.9,266,447.5,128.8,68.7,253,101.2,159.1,325.1,230,441.3,132.3,235.5,368.7,351.5,259.4,195.5,215.3,168.5
"yihD",1930.5,2223.1,4358.7,1088,1934.7,1977.6,2404.4,1501.1,457.9,664.7,1992,484.4,1875.1,2297.1,2705.5,1870.4,2181.5,2926.6,2026,870.2,1506.2,1116.7,1258.5,633.4
"srkA",2229.4,1183.8,927.6,1160.6,1851.6,2514.9,1495.8,1435.4,1275.7,619.1,1045.4,497.3,2152.8,1702.2,872.4,828.2,2021.3,1125,988.4,947,2629.9,1371.9,519.1,529.5
"dsbA",3392.7,2618.9,2078.1,940,3226.8,2188.8,1092.7,816.6,1144.5,672.8,839.1,400.1,3337.3,3638.1,2740.3,763.3,1620,1435.2,911.8,686.7,1528,1285.4,494.2,472
"yihF",202.3,169,168.3,267.7,239.6,357.1,177.7,93.4,89.6,41.7,110.1,58.6,227.1,116.9,148.4,102.6,251.6,113.8,150.6,187.3,129.5,116.7,80.4,41.4
"yihG",548.2,153.8,88.7,67.9,394.9,279.2,74.2,43.6,258.6,54,47.6,50,599.3,207.8,165.8,74.8,252.9,199.2,83.4,158.8,165,209.6,49,21.3
"polA",723.7,577.1,856.6,685.7,481,652.2,661.1,797,302.9,158.7,450.5,256.4,738.7,806.5,536.3,580,621.1,445.3,599.7,620.2,404.7,376.4,346.2,194.4
"spf",13170.2,1420.8,885.9,1474.6,14798.1,805.9,236.6,205.3,804.2,147.1,208.6,497,20209,14527.2,4822.5,3020.9,3677.7,498.2,275.8,284.3,445.9,433.2,159.8,216.3
"yihA",3081.9,2785.3,2281.9,1481.6,4080.1,3231.3,2057.5,1494.8,1613.5,777.1,1081.4,628.8,3471.2,2832.3,2054.1,1474.1,2287.3,2281.8,1327.5,1195.7,1623.6,1223.2,663.6,452.3
"yihI",1591.1,1009.5,1177.5,1147.8,1285.3,838.2,1397.4,1075.8,689.5,202.4,803,325,1156.6,1087.1,688.5,2986.2,504.3,754.9,1274.1,1474.1,283.7,546.3,374.8,576.6
"hemN",548.3,579.5,529.9,473.3,379.4,490.9,706.8,472.9,278.7,122.8,364.5,196,311.6,425.8,355.8,281.5,398.4,201,544.1,475.3,224.4,283.3,297.8,250.2
"glnG",226.1,242.2,620.9,122.2,58.5,316.1,254.3,369.4,56.7,58.9,247.7,24.3,32,182.3,160.3,349,466,88.1,516,114.6,88.8,154.9,189.7,112.5
"glnL",374.5,318.5,566.6,327,252.1,393.1,448,351.9,113.1,166.1,210.9,71.2,261.4,414.1,228.9,462.6,564.9,315,364.6,408.2,243.6,182.6,153.2,123.2
"glnA",473.6,704.3,2094.1,558.4,475.8,663.4,667.6,399.5,296.3,229.7,472.9,92.9,739.2,970.1,914.4,251.5,2130.7,462.5,505.9,268.3,548.3,761.9,257.2,125.7
"bipA",6930.7,2268.9,901.9,856.5,5394.5,1535.1,834.4,1179.4,1781.7,457.8,367.5,347.2,3732.1,1924.9,1585.7,471.6,2480.1,1129.8,898.9,833.6,579.6,1073.2,401.3,359.5
"yihL",105.3,147.3,153.6,151.2,154.6,241.1,184,132,56.7,32.5,80.5,27.1,92.1,81.2,125.2,52,29.4,232.2,213.5,150.9,71.9,57.9,39.8,31
"yihM",62.4,185.8,295.5,163.4,126.6,198.2,187.5,169.5,64.7,41.5,104.2,31.4,76.4,100.6,91.4,22.8,270.1,52.6,163.1,66.2,98.5,37.3,49.6,25.1
"yihN",12,36.4,27.6,29.8,16.5,14.6,13,11.2,2.8,2.9,2.1,1.3,9.8,12.6,12.4,16.4,41.1,21.9,26.8,18.2,4.3,2.1,4.1,2.4
"ompL",48.7,86.8,72.1,77.8,94.8,61.5,48.5,93.6,2.6,2.3,3.9,1.9,9.6,59.4,42.5,32.4,145.2,14.7,25.8,90.2,2.2,8.7,17.3,2.5
"yihO",62.5,73.7,58.5,60.2,105.3,79.3,72.9,65.6,16.8,17.2,28,20.9,115.1,60.1,44.5,75.9,11.5,119.8,41.4,100.9,17.6,16.9,35.5,34.1
"yihP",10.4,76.4,31.7,34.4,23.3,62.4,17.8,30.1,4.1,6.2,3.7,1.4,12.6,19.1,12.5,20.6,17.4,21,26.4,32.8,4.1,3.6,5.4,3.3
"yihQ",211.3,238.1,145.8,406.9,241.6,544.8,171.4,104.6,40.3,37,88.8,15.3,166.9,258.4,104.4,183.7,308.3,307.7,150.6,224.6,18.5,43.8,84.8,47.2
"yihR",64.6,98.2,74.9,17.6,15.6,203.4,9.3,17.1,4.3,2.9,7.7,5.2,16.6,11.6,18.6,18.3,93.7,30.5,9.2,19.5,5.1,6.6,7.3,4.2
"yihS",53,95.9,43.8,61.4,50.7,169.2,23.2,28,8.8,3.4,46.4,12.9,22,49,70.8,16.9,46.7,95,83.2,25.6,58.4,26,33.6,9.9
"yihT",123.1,182,337.4,266.8,193.1,332.7,256.3,187.4,48.3,42.7,119,30.4,132.2,142.6,114.2,142,142.1,203.6,213.8,229.9,62.6,78.3,104.7,41.8
"yihU",15.6,17.3,53.6,19.9,19.5,133.1,33.9,18.8,3.3,3.2,7.2,1.6,16.9,17.5,21.8,11.3,14.6,12.1,39.1,28,3.3,9.8,19.6,5.3
"yihV",117.3,158,259,310.3,325.9,436.6,254.9,173.3,64.3,48.7,109.9,42.8,144.9,119.5,135,175.1,183.4,209.9,113.2,461.2,45.1,51.6,60.4,59.8
"csqR",345.1,697.3,913.2,421.1,498.7,564.8,528.8,473.2,165.9,114.3,308.8,126.7,412.5,318.8,342.1,301.9,559.7,469.6,371.7,134.1,297.2,254.3,246.4,149
"yihX",520.9,1285.5,2057.3,1573.8,627.9,2337.2,3523.9,1833.7,245.4,454.1,1772,456.8,746.4,848.7,1234.3,1814,1047.3,2080.2,2434.6,1866.3,1072.2,923.9,1004.5,688.3
"yihY",130,299.3,194.9,435.7,131.8,403.8,622.3,439.2,78.2,70.6,656.3,114.1,138.8,240,373.9,447.4,295.5,459.4,560.2,472.8,348.9,409.1,406.2,261.2
"dtd",572.1,892.6,179.8,1012.8,571,1180.5,1001.5,1321.9,226.2,194.8,848.9,218.5,549.7,813.3,737.3,661.6,725.6,1256.1,1466.7,1223.6,901.5,697.7,645.2,340
"fabY",367.3,464,90,524.1,561.7,696.5,557.4,714.5,130.1,147.4,332.8,172.2,360.6,486.8,292.7,441.9,723.6,439.4,564.8,879.6,342.7,247.4,228.4,205
"yiiE",118.3,124.5,30.1,156.9,159.4,247.7,172.2,250.1,26.9,35.3,39.7,6.1,80.9,72.8,49.9,66,92,231,125.7,197.7,30.3,32.8,35.9,15.1
"yiiF",150.3,206.1,15.9,270.7,173.1,230.1,204.6,175.9,39.4,35.7,112,69.1,161.9,158.5,174.6,152.7,157.5,221.7,221.2,194.8,56.2,67.5,70.4,50.9
"fdhE",574.6,681.6,57.4,742.1,807.8,1435.8,718,1029.6,385.2,263.6,457.8,210,671.9,777.8,780.1,472.4,1397.1,1305.9,1102.5,839,404.8,582.1,203.8,267.3
"fdoI",1418.9,2753.4,65.4,1682.1,1060.8,3162.5,1663.5,1826.7,893.6,980.4,1360.3,347.5,1596.2,2329,1393.7,2154.9,4704.9,2945.1,2186.4,1643.9,1864.2,1736.2,1036.6,684.9
"fdoH",714.5,1954.8,109.4,1485.5,608.4,2528.3,1719.2,2182.8,648.1,1024.3,1175.9,206.9,1026.6,1568.3,1275,2471.9,2579.5,2820.1,1788.1,1791.7,1514.4,1246.5,1107.8,698
"fdoG",1357.6,3641.7,181.2,1905.5,623.5,1491.3,1079.6,1543.2,987.2,887,1900.5,308.6,1568.3,2583.7,1441.6,3046.9,2604.3,1551,1344.4,1637.2,1894.4,1879.2,1205,872.1
"fdhD",458.6,474.6,165.8,646.4,312,585.2,557.6,979.8,157.8,115.9,563.8,188,321.8,483.4,259,718,354.4,459.5,601.2,707.9,290.2,287.4,265.8,305
"yiiG",111.3,115.7,69.9,23.8,118.9,129.1,11.9,20.1,19.9,19.4,22,7.6,83.7,105.6,92.8,78.2,117.6,59,50.6,50.6,36.1,41.2,26.2,15
"frvR",118.8,147.7,151.6,104,28.8,284.2,26.3,50.2,31,11.5,67.3,16.1,106,110,117.1,171.5,140.9,85.7,114.4,55.2,16,11.1,54,35.7
"frvX",162.9,229.3,194.5,94.3,188.3,252,128,204.8,32.3,28.3,51.6,16.8,63.2,82.6,121.4,96.4,210.6,145.1,142.9,207.3,57.5,59.2,57.7,48.9
"frvB",100.8,162.6,131.2,154.8,134.3,393.7,139.7,102,78.2,55,137.4,56.8,60.1,118.8,106.4,75.8,227.2,99.4,104.7,260.1,65.9,101.5,69.1,37
"frvA",140,267.9,201.8,316.4,29.1,284.8,77.3,122.6,9.1,10.1,62.9,44.4,38.9,118,61,186.2,120.5,29.5,309.9,203.2,35,9,94.8,11.6
"rhaM",9.7,64.6,61.6,26,21.5,65.2,9,11,14.5,1.6,5.1,1.3,7.9,15.2,15.5,12.4,100,6.4,38.6,14.8,3.3,3.7,7,4.2
"rhaD",180.1,265.7,234.9,342.5,57.5,141.5,48.4,151.9,29,35.5,97.3,38.8,120.9,195.2,144,172.8,37,49.8,60.7,53.5,94.3,77.2,98.6,57.8
"rhaA",77.6,166,108.8,295.3,101.1,96,52.1,161.1,87.8,19.4,29.9,41.6,42.1,15.5,46.1,164.5,223.3,64.1,140.5,73.1,16.1,16.8,76.4,11.3
"rhaB",231.2,275.6,229.9,236.5,125.2,248.1,180.5,132.5,76,76,93.8,71.9,206.4,260.6,192.5,276.3,165.8,133.7,236,269.6,129,86,106.2,97.1
"rhaS",73.6,144.4,138.8,335.2,94.2,147.3,138.9,98.7,14.1,34.9,47.9,21.3,44.2,107.8,95.9,104.7,107.8,142.1,37,188.7,35.1,22.4,79.1,48.4
"rhaR",52.8,65.6,23.7,131.9,133,287.8,145.2,134.7,5.3,16.8,55.2,38.6,14,55.5,70,75.2,136.6,116.1,160,30.3,19.6,46.2,55.4,21.3
"rhaT",65.4,113,37,211.9,22.4,124,37.7,49.1,6.4,6.9,10.8,20.6,16,33.9,33.3,197.5,71.7,38.6,46.9,58.4,35.2,22.8,65.2,53.8
"sodA",2296.1,3456.7,364.8,5428.5,2857.4,8412.9,719.8,6750.9,1584,1186.6,773.3,1097.6,3107.7,5135.6,5158.5,8109.3,5292.9,5847.7,3379.6,6829,3061.6,2442.5,1718,1689.9
"kdgT",156.5,211.7,243.5,176.1,132.5,71.2,136.2,74.5,38.4,9.9,109.4,35.8,383.6,1389.8,5119.2,16338.7,202.5,66.8,267.8,62.4,89,51,53.2,7.8
"yiiM",421.2,480.7,1128.4,717.9,328.2,397.3,746.1,633.8,121.3,92.6,288.1,138.1,443.2,525,901.7,1431.1,348.9,392.2,582.2,672.1,196.2,186.6,217.2,226.2
"cpxA",419.8,407.4,962.7,763.3,430.3,545.3,677,603.8,203.3,177.3,329.3,151.8,332.5,589.7,615.2,447.7,422.9,536.9,561.8,609.8,363,311,231.5,180.7
"cpxR",1039.1,1385,4393.1,1340.9,734.9,966.3,2390,2154.1,523,298.5,887.8,328.6,661.9,837,953.1,1635,782.2,728.3,979,1390.6,900,526,747.7,528.2
"fieF",1280.7,1034,1596.5,1446.5,1007.5,1224.2,1253.9,1568.5,487.8,289.1,1061.4,618.3,1049.8,1083,1063.1,1640.1,1081.9,1069,1344.1,1457.3,511.5,806.1,738,819.9
"pfkA",1887.9,2046.1,6751.7,2208.3,3608,2055.8,4606.1,4226.3,648.4,594.7,1510.6,744.2,1300.5,2217.7,1782.7,2414,2959.8,3774.2,3871,3995.4,545.4,893.7,1199.5,1170.8
